subzone_n,pln_area_n,beach_area,business_2,educational_institution,utility,special_use,waterbody,port_/_airport,park,road,business_1_-_white,commercial,light_rapid_transit,transport_facilities,health_&_medical_care,business_1,residential,sports_&_recreation,commercial_&_residential,mass_rapid_transit,civic_&_community_institution,open_space,residential_with_commercial_at_1st_storey,cemetery,reserve_site,white,place_of_worship,business_2_-_white,hotel,residential_/_institution,business_park_-_white,business_park,agriculture,pri_classification
SOMERSET,ORCHARD,0,0,0,989.368653759179,0,0,0,513.997963462062,114321.39968716,0,130219.297820863,0,0,0,0,0.00607866529541722,0,26201.8517833821,0,761.408661860432,2382.58197517024,4.07734735281865,0,15125.1847722051,0,0,0,38918.6949085757,0,0,0,0,COMMERCIAL
TANGLIN,ORCHARD,0,0,0,0,0,0,0,0,51219.2879745808,0,17233.8528476006,0,0,0,0,30027.3877431442,0,28529.0953369237,0,4340.18134435565,0,0,0,0,0,0,0,36187.2595014883,0,0,0,0,ROAD
CHINA SQUARE,OUTRAM,0,0,0,0,0,0,0,0,35957.8530417339,0,36914.5565944129,0,0,0,0,0,0,20798.1189071988,0,326.543340550286,4356.31684804588,0,0,0,27694.65820672,0,0,6958.88907333839,0,0,0,0,COMMERCIAL
CHINATOWN,OUTRAM,0,0,0,4348.78993855776,0,0,0,22470.500821278,148417.91312565,0,222483.288900618,0,0,0,0,41878.628293579,6155.17519837393,59756.8192603735,0,15719.308440464,12328.5420066865,19463.4535791347,0,4469.59566789614,0,13570.1509869005,0,16159.1522350181,0,0,0,0,COMMERCIAL
PEARL'S HILL,OUTRAM,0,0,26770.2212590817,22648.4656408689,0,0,0,74515.7465267375,139952.962841654,0,19654.6758691766,0,4688.27962949628,4727.63586879929,0,165283.791904171,0,28135.4261730998,0,33769.1984567882,836.687416354316,9831.55403345372,0,7386.92886033013,13636.1465993908,4252.25826022101,0,3725.95587041342,0,0,0,0,RESIDENTIAL
PEOPLE'S PARK,OUTRAM,0,0,0,0,0,0,0,333.896433266315,29913.7503855478,0,37291.9420761863,0,0,0,0,0,0,0.00125270743981886,0,0,8.4319902577977e-05,0,0,0,25600.8474101773,0,0,0,0,0,0,0,COMMERCIAL
FLORA DRIVE,PASIR RIS,0,0,44517.6658201306,5842.4428473414,0,0,0,11703.8627646391,194416.960823033,0,0,0,3932.67626843625,0,0,671459.346351776,0,0,0,10041.0627485326,0,0,0,2144.21775035223,0,940.211745420666,0,0,0,0,0,0,RESIDENTIAL
LOYANG EAST,PASIR RIS,0,0,0,861.874274459399,289058.753929798,1037.81317794678,0,1987.63091417361,108151.996485603,0,0,0,2093.92375486356,0,0,338583.713398163,0,0,0,102640.624791487,0,0,0,124600.247396242,0,1051.49410830314,0,0,0,0,0,0,RESIDENTIAL
LOYANG WEST,PASIR RIS,0,1759637.8582826,0,161.460569650003,0,73747.2486785104,0,5799.78841513493,248299.436343109,0,3413.07349639482,0,0,0,0,0,0,0,0,19227.6214460526,0,0,0,0,0,4503.00082076352,0,0,0,0,0,0,BUSINESS 2
PASIR RIS CENTRAL,PASIR RIS,0,0,54370.9362903688,9163.2275857003,0,57544.8399425136,0,41842.7826070715,266526.896676563,0,11763.2547230067,0,0,0,0,829701.353122552,14058.5087300483,0,5536.2030000785,0,18327.9616191183,3006.97020358015,0,194757.885547175,0,4886.5660869104,0,0,0,0,0,0,RESIDENTIAL
PASIR RIS DRIVE,PASIR RIS,0,0,152693.069741253,0,0,34113.3653752992,0,60874.1624060128,251430.786151069,0,0,0,2012.13590623631,5368.28028954793,0,980338.144465524,0,49748.6976540931,0,11597.3564655451,43033.8593641261,9522.8456690252,0,30437.5054265561,0,8498.80737403329,0,0,0,0,0,0,RESIDENTIAL
PASIR RIS PARK,PASIR RIS,81810.4213530088,0,0,2490.76059990488,0,74296.1509754856,0,671253.172293493,120790.095362309,0,0,0,0,0,0,454124.995484443,307228.315005888,0,0,0,0,0,0,1249.26790028098,0,6460.89206418209,0,0,0,0,0,0,PARK
PASIR RIS WAFER FAB PARK,PASIR RIS,13.6682056864004,3200142.21069767,0,309698.238287323,463503.902936716,260981.823727174,0,14999.0884194718,522164.172876582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553933.909439119,0,0,0,0,0,0,0,0,BUSINESS 2
PASIR RIS WEST,PASIR RIS,0,0,180066.900722623,607.659847903639,0,31833.8432499424,0,30841.7120807731,289286.858462577,0,0,0,1998.58733457084,0,0,990842.606566447,0,33540.9269242031,0,6143.08610126421,8065.25606303122,752.095951965823,0,6460.63587229413,0,2999.98810574359,0,0,0,0,0,0,RESIDENTIAL
AIRPORT ROAD,PAYA LEBAR,0,455954.22830667,0,3623.19733386752,7179.38263757101,14536.5165390218,0,0,13209.164076658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
PAYA LEBAR EAST,PAYA LEBAR,0,643161.683525708,0,8707.95291735843,304.127552831093,360584.268299233,0,154257.866574321,188534.563555889,0,0,0,2.47615729708708,0,0,0,0,0,0,6229.78875242126,0,4190.35445229619,0,893264.584056217,0,0,0,0,0,0,0,0,RESERVE SITE
PAYA LEBAR NORTH,PAYA LEBAR,0,950894.918047498,0,36106.7053499058,0,18418.7623303956,0,0,232197.978900401,0,0,0,0,0,0,0,0,0,0,31764.6978553359,0,0,0.00208314788555147,3958.43119123179,0,14045.7676987917,0,0,0,0,0,0,BUSINESS 2
PAYA LEBAR WEST,PAYA LEBAR,0,247265.583213583,0,2808.00718219151,0,2613.12509057736,0,0,212066.329853354,0,2967.07119342645,0,0,0,0,0,0,0,0,0,0,0,142045.608045993,0,0,0,0,0,0,0,0,0,BUSINESS 2
PLAB,PAYA LEBAR,0,0.00632426208491458,0,1494.68622985419,6869465.81164977,0,0,0,153542.729579675,0,0,0,0.0197281415200157,0,0,0,0,0,0,0,0,0,0,10305.8527598217,0,0,0,0,0,0,0,0,SPECIAL USE
BENOI SECTOR,PIONEER,0,1313847.42542412,0,396080.753608102,0,17609.6034866822,0,0,270584.277743671,0,3013.22160551637,0,41495.2379464582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
GUL BASIN,PIONEER,0,1598834.35997132,0,8561.49825479654,0,6964.92210048486,0,0,143754.890218813,0,0,0,0,0,0,0,0,0,0,11351.8036213934,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
GUL CIRCLE,PIONEER,0,2715121.10002171,0,2201.6572584618,0,6899.77247109237,0,0,535079.106421072,0,8213.86743388208,0,0,0,0,0,0,0,0,4977.45768490817,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
JOO KOON,PIONEER,0,1652277.88997,0,112364.130794539,0,6723.36243879953,0,0,505489.047332934,0,4315.86179726982,0,2256.62028354379,0,0,0,0,0,0,0,0,0,0,18863.2255038958,0,0,46994.8881436186,0,0,0,0,0,BUSINESS 2
PIONEER SECTOR,PIONEER,0,1954877.94686843,0,12862.4485893508,643718.861332525,2625.75193021469,0,0,178722.230086549,0,3199.17332411384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
CONEY ISLAND,PUNGGOL,0,0,0,6714.99091356112,0,242779.761155006,0,487537.989982416,52037.4286033521,0,0,0,0,0,0,294085.270219482,117649.120102306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PARK
MATILDA,PUNGGOL,0,0,84392.3267797887,4529.90147755419,0,85306.1911838562,0,62694.7584665086,324190.199689139,0,7990.15463098495,0,0,2789.23394822411,0,766106.355181437,0,0,7684.25527917606,5008.05830760431,13195.3619249086,0,0,42911.1394013831,0,11486.317177178,0,0,0,0,0,0,RESIDENTIAL
NORTHSHORE,PUNGGOL,0,0,354421.533128747,0,0,0,0,106797.66478661,272116.282499718,0,21882.9590539786,0,2002.99677585481,0,0,450666.94791816,0,0,0,22526.6859429992,0,0,0,66312.5631237573,53333.571750285,9939.42609029263,0,0,0,0,0,0,RESIDENTIAL
PUNGGOL CANAL,PUNGGOL,0,0,143756.734749558,0,0,242083.10246218,0,79054.3081323249,226627.218403046,0,0,0,2253.34989133752,0,0,380236.813957099,0,0,0,0,0,0,0,29774.7227285788,63430.8019219388,9081.59530964861,0,0,0,0,89630.0819080471,0,RESIDENTIAL
PUNGGOL FIELD,PUNGGOL,0,0,139483.885390571,0,0,69131.1724031031,0,55087.0730316161,263767.403459394,0,8161.68377555825,0,4041.74688234108,5216.20329221368,0,810667.934128784,0,0,0,3040.3213690707,15128.8774809624,0,0,0,0,4984.55208134238,0,0,0,0,0,0,RESIDENTIAL
PUNGGOL TOWN CENTRE,PUNGGOL,0,0,82012.9744487475,0,0,143462.610263516,0,196525.367357957,272540.723203592,0,0,2551.63565435044,3981.80147306245,0,0,333389.949032974,64470.3021482504,73668.2419602538,6687.69733723595,28197.8785058394,3224.45630358791,0,0,46518.1149704953,0,7152.90887098162,0,0,0,0,0,0,RESIDENTIAL
WATERWAY EAST,PUNGGOL,0,0,88543.0787166443,0,0,127569.769612133,0,93580.0482811266,279186.044054649,0,13270.0057895389,0,0,5183.68567149614,0,815004.694264495,0,14101.1145350144,0,0,13422.4294283603,0,0,29673.1365770205,0,9724.91364938679,0,0,0,0,0,0,RESIDENTIAL
COMMONWEALTH,QUEENSTOWN,0,0,15361.1336983844,4827.34656788207,0,0,0,8289.76411606861,62752.5279194096,0,0,0,0,0,0.00510690637862034,199066.866090735,0,16353.9628599701,0,0,0,0,0,0,0,3855.68547201149,0,0,0,0,0,0,RESIDENTIAL
DOVER,QUEENSTOWN,0,0,542564.457409859,0,0,2540.67603588192,0,0,182991.626088044,0,0,0,0,0,0,328007.921288729,0,0,0,0,0,0,0,317519.583344817,36.6253226387214,13872.5630009858,0,0,0,0,0,0,EDUCATIONAL INSTITUTION
GHIM MOH,QUEENSTOWN,0,0,96732.2331078704,6959.34914859713,0,14838.8572519955,0,32344.3068819017,54921.4707502491,0,0,0,0,0,0,235292.130623979,0,21019.1804138374,0,5946.20990439506,0.00237001225116677,1774.49292968552,0,15204.368206323,0,0,0,0,0,0,0,0,RESIDENTIAL
HOLLAND DRIVE,QUEENSTOWN,0,0,28763.4673060217,2292.02108915667,0,0,0,18423.9446336638,80388.6642224287,0,2.68950332174519,0,1391.5599947195,0,45987.9666904482,190819.494149961,0,42942.6739604465,0,29403.2841041598,0,2933.69791372419,0,16194.692870607,0,0,0,0,0,0,0,0,RESIDENTIAL
KENT RIDGE,QUEENSTOWN,0,0,0,26785.5153723441,29665.357002359,8755.28999929758,0,633577.543221201,227406.344076969,0,0.206623051610325,0,0,0,0.00484815263337561,572723.136760394,0,0,0,52603.5640859298,0,0,0,21237.5307737946,0,0,0,0,0,0,254094.072676373,0,PARK
MARGARET DRIVE,QUEENSTOWN,0,0,88503.2027229443,3116.6282236797,0,2526.06112733995,0,46734.6078355409,205113.972773777,0,9105.3422672128,0,1678.59868670134,4027.68062358545,0,503154.251215456,0,0,0,22023.2054355011,16078.2093477883,0,0,109366.54290208,0,14990.8228304778,0,0,0,0,0,0,RESIDENTIAL
MEI CHIN,QUEENSTOWN,0,0,37496.0210731327,3257.74320556199,0,4317.99875216653,0,2255.14840453843,150753.644470927,0,2585.27549876796,0,9407.0936808998,2543.65405789996,0,370616.472303101,37800.3749892496,0,0,73452.3131223738,0,18586.3160922844,0,29176.465268435,0,6312.56255484069,0,0,0,0,0,0,RESIDENTIAL
NATIONAL UNIVERSITY OF S'PORE,QUEENSTOWN,0,0,1414022.14392961,0,0,0,0,0,125033.958293171,0,0,0,5745.98750363708,165698.69090169,0,0.0102302912114295,0,0,0,45314.2848919204,0,0,0,0,0,0.000529242086548143,0,0,0,0,0.00215555522150511,0,EDUCATIONAL INSTITUTION
ONE NORTH,QUEENSTOWN,0,0,131251.47038984,32375.7957176144,0,8546.59903516981,0,164827.063552475,562874.296167372,0,60831.6156175254,0,0,0,0.268737941127549,196624.781736593,0,0,4600.65932860203,0,5783.99532708586,29643.9884290589,0,51642.9542902674,249680.278703456,9623.7454932663,0,0,0,54601.2582122911,516557.971159278,0,ROAD
PASIR PANJANG 1,QUEENSTOWN,0,0,0.0223001470331249,6196.79940403775,0,0,0,0,226925.218540415,0,0,0,2120.90313341229,0,0,399221.278504428,82046.6977471579,4261.05461399691,0,13827.2716919951,0,2214.74642120169,0,2415.89168162889,0,17396.7087199177,0,0,0,0,328117.620736519,0,RESIDENTIAL
PASIR PANJANG 2,QUEENSTOWN,0,0,20575.7259326297,0,0,12314.7981332685,0,7546.68466150783,138534.245172424,0,60811.1217932121,0,4357.47001263251,0,211460.508932532,274406.623893062,0,0,0,819.909300930586,0,7513.39992624495,0,0,0,6229.27309149688,0,0,0,0,108629.474721626,0,RESIDENTIAL
PORT,QUEENSTOWN,0,173689.998384217,0,100346.180705696,0,17258.4332031899,6020635.98279167,601254.625692821,258101.570935718,0,27685.622123653,0,0,16152.8240218028,0,8111.10717778009,39758.8499526445,0,0,12105.3076074162,0,2191.81276385854,0,324517.789746299,0,0,0,0,0,0,0,0,PORT / AIRPORT
QUEENSWAY,QUEENSTOWN,0,0,19015.1147168752,1341.57985684559,0,0,0,0,98114.3024804198,0,0,0,0,127206.838151667,0,368645.650467854,0,9936.37620065924,0,7209.93166335227,0,0,0,0,0,0,0,0,0,0,0,0,RESIDENTIAL
SINGAPORE POLYTECHNIC,QUEENSTOWN,0,0,459469.510181924,8772.27329145045,0,28971.2787500229,0,9459.83760207818,164053.08361269,0,0,0,0,3952.32279281764,0,267103.811608805,0,0,0,0,0,0,0,4770.36415287228,0,0,0,0,0,0,0,0,EDUCATIONAL INSTITUTION
TANGLIN HALT,QUEENSTOWN,0,0,18176.2012728211,1336.91210004428,0,1468.45989811054,0,0,94521.0416534583,0,16047.3427178071,0,0,0,114394.135805768,224979.322556979,0,0,0,3338.1628319144,91.7099434833221,0,0,24410.2135847912,0,4443.22829372544,0,0,0,0,0,0,RESIDENTIAL
INSTITUTION HILL,RIVER VALLEY,0,0,15811.60708459,3372.15050132052,0,4127.08735272212,0,15758.8867816578,73668.400262541,0,2867.04946617041,0,952.34830898363,0,0,201098.913659671,0,0,0,2757.29999578185,2842.54273617541,25642.4183609789,0,34706.9346215298,0,8949.18499006279,0,0,0,0,0,0,RESIDENTIAL
LEONIE HILL,RIVER VALLEY,0,0,0,0,0,0,0,0,78107.6802422273,0,0.00340930989617083,0,0,0,0,246404.433157049,0,0,0,0,1344.15217092135,4979.54292987387,0,37647.1802435816,0,0,0,0,0,0,0,0,RESIDENTIAL
ONE TREE HILL,RIVER VALLEY,0,0,0,0,0,0,0,0,81904.591600914,0,0,0,0,0,0,258838.354218133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RESIDENTIAL
OXLEY,RIVER VALLEY,0,0,0,0,0,0,0,0,42176.3287569537,0,0,0,0,0,0,147131.768863863,0,0,0,905.651279690808,0,6734.97040714964,0,0,0,3103.92152427164,0,0,0,0,0,0,RESIDENTIAL
PATERSON,RIVER VALLEY,0,0,0,1562.87324943432,0,0,0,0,56743.1082782095,0,0,0,0,0,0,51458.8392267762,0,0,0,0,0,35923.9850454204,0,27430.7808825405,0,0,0,0,0,0,0,0,ROAD
BENCOOLEN,ROCHOR,0,0,23723.8911590075,380.808643827258,0,0,0,0,55532.8182686195,0,21561.7656046204,0,0,0,0,0,0,17737.3275283406,0,2965.1870366296,6646.31061552317,19985.108516934,0,2033.81164960552,4011.45128426601,4798.0053994033,0,11287.6926674248,0,0,0,0,ROAD
FARRER PARK,ROCHOR,0,0,0,2110.87549083414,0,0,0,0,84859.2616912215,0,26960.3136947239,0,0,0,0,2.55764110070605,0,19681.1648030454,0,1366.43136030994,2551.19463427227,62621.2219698648,0,0,24234.4675824286,4610.21156898113,0,19311.8449542342,0,0,0,0,ROAD
KAMPONG GLAM,ROCHOR,0,0,2478.32594921879,1116.31336102246,0,0,0,0,58638.6024543922,0,75095.4488292539,0,0,0,0,0,0,0,0,10570.246565,3631.62361130507,0,0,7336.10911450881,0,5244.08619626313,0,7222.62162378494,0,0,0,0,COMMERCIAL
LITTLE INDIA,ROCHOR,0,0,0,2217.96906624553,0,0,0,1452.70398016924,86142.6450249131,0,134144.324370648,0,0,0,0,19751.1349399416,0,0,0,6091.57372146362,1053.52462140674,11927.4927682088,0,4604.26330440644,6191.53421664838,4726.37728173743,0,0,0,0,0,0,COMMERCIAL
MACKENZIE,ROCHOR,0,0,0,0,0,0,0,0,25564.6994673806,0,5666.27387636086,0,0,0,0,8300.4742110698,0,0,0,0,0,0,0,0,0,0,0,16149.8339013709,0,0,0,0,ROAD
MOUNT EMILY,ROCHOR,0,0,10592.3187175131,0,0,0,0,0,34912.3688336543,0,0.00674392402602435,0,0,0,0,143229.069228278,0,727.439809152291,0,17.5442592224009,0,852.577646190492,0,0.481760207261256,0,3659.7692950993,0,0,0,0,0,0,RESIDENTIAL
ROCHOR CANAL,ROCHOR,0,0,16993.3376828402,0,0,5506.3636181283,0,8246.30267709995,34729.8408701826,0,0,0,0,0,0,32079.6295911593,0,7625.00488142676,0,0,3056.76911452046,3933.52541296062,0,2547.87825680006,0,5452.62435354603,0,0,0,0,0,0,ROAD
SELEGIE,ROCHOR,0,0,0,0,0,0,0,0,19417.6600935548,0,19823.2458407835,0,0,0,0,3245.81006707702,0,4177.98444807024,0,0,0,0,0,0,0,1193.16779468202,0,1768.04419706929,0,0,0,0,COMMERCIAL
SUNGEI ROAD,ROCHOR,0,0,0,0,0,4073.36064203316,0,9837.32594857386,26858.2486837289,0,12616.8129165458,0,0,0,0,15899.2814311759,0,7054.70191493742,0,0,0,38217.4271747295,0,1772.58962498129,0,0,0,0,0,0,0,0,RESIDENTIAL WITH COMMERCIAL AT 1ST STOREY
VICTORIA,ROCHOR,0,0,10624.3630149205,0,0,0,0,0,63994.586764619,0,43550.9615769495,0,0,0,0,0,0,30254.5802218553,0,15748.1086654716,8274.8570501367,4091.8996831484,0,5850.11634273402,0,17634.5416528219,0,14226.2033558068,0,0,0,0,ROAD
PULAU PUNGGOL BARAT,SELETAR,0,119682.449275792,0,501183.604591561,0,103596.621413402,90962.734445228,61044.4248999757,139776.475883542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033804.91157963,0,0,0,0,0,0,0,0,RESERVE SITE
PULAU PUNGGOL TIMOR,SELETAR,0,397257.035788658,0,4358.08500361581,0,119587.490129455,0,0,74303.1782622954,0,0,0,0,0,0,0,0,0,0,117061.55630465,0,0,0,547175.766645693,0,0,0,0,0,0,0,0,RESERVE SITE
SELETAR,SELETAR,0,0,0,0,0,365413.782252319,0,0,231981.049925039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318674.50528701,0,0,0,0,0,0,0,0,RESERVE SITE
SELETAR AEROSPACE PARK,SELETAR,0,1247247.49358275,0,4821.24192908343,0,90006.0800811815,1571625.40899578,9317.67359973927,526706.118120455,0,1234.1878666511,0,0,0,0,0,0,0,0,0,0,0,0,170882.975888565,0,0,0,0,0,0,0,0,PORT / AIRPORT
ADMIRALTY,SEMBAWANG,0,0,13979.0255555362,0,0,0,0,35716.0832432396,146634.003099433,0,3627.7658751902,0,0,0,0,933523.597526795,118592.256832973,0,0,5563.82411448272,4012.19175757058,0,0,0,0,0,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG CENTRAL,SEMBAWANG,0,0,57089.0927350502,3350.62014265964,0,18090.2638410294,0,38829.5285661576,191180.305575006,0,0,0,2009.73141463784,2113.6481878294,77280.5317933099,485224.911428813,0,8564.42160212507,9782.03625056999,10656.2432934236,9290.20953281159,0,0,20586.6175965369,26402.6678638223,1986.57294548166,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG EAST,SEMBAWANG,0,0,85252.4099123628,8828.4304238071,0,74809.5258354139,0,12306.3440772042,190818.308304042,0,0,0,0,0,0,348139.856364151,0,29969.8740574129,0,0,0,0,0,7998.71020252341,0,0,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG NORTH,SEMBAWANG,0,28002.0321328114,109633.348315893,7127.04440798252,0,91287.5588943654,0,15311.4179962025,197357.042323538,0,0,0,0,0,100216.165897367,661739.497789445,0,7742.20336674489,0,8609.80469646406,22863.0096863041,0,0,128597.993988978,0,16378.5633158737,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG SPRINGS,SEMBAWANG,0,40735.8379841679,6000.57026381475,16479.8083579935,0,26812.4254655108,0,27808.4693764848,256745.464495024,0,9322.83799894266,0,4315.60753453937,8974.26078195703,85066.536884636,599541.944812381,0,0,0,3082.93886143175,3838.08156576951,8438.99564812056,0,0,0,2230.92878224514,0,0,0,0,0,0,RESIDENTIAL
SEMBAWANG STRAITS,SEMBAWANG,0,0,0,0,0,77256.5758862775,7.75003686111418,135167.996149459,175022.580691086,0,0,0,0,0,0,751531.110425028,33419.7472163506,0,0,0,0,2866.64011671195,0,365461.25508642,0,0,0,0,0,0,0,0,RESIDENTIAL
SENOKO NORTH,SEMBAWANG,0,1324672.36901386,0,560216.885447056,0.0777775771932074,50257.9203085973,32109.0380454058,0,236830.811828464,0,6714.92389742102,0,27495.9063215416,0,0,0,0,0,0,3088.68667217046,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
SENOKO SOUTH,SEMBAWANG,0,1317483.00606798,0,13242.1863746358,0,38230.2864592858,0,3895.81352893095,327100.430705507,0,7846.7095333631,0,0,0,0,0,0,0,0,34158.9305063699,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
THE WHARVES,SEMBAWANG,0,0.0171481478443806,0,0,445673.13764719,2192.24550373915,280582.709226499,0.0174476549802306,25432.7138239506,0,0,0,0,0,0,0.0165585847864212,13587.4718682085,0,0,0,0,0,0,868339.799359386,0,0,0,0,0,0,0,0,RESERVE SITE
ANCHORVALE,SENGKANG,0,0,166773.887837106,0,0,74629.0330191892,0,69882.4966410665,279707.596117898,0,0,0,2295.69889798913,80438.1030719142,0,740025.914603726,51941.1416961701,11105.510745118,0,2581.88145402446,9388.19173343398,0,0,0,0,10338.6751922804,0,0,0,0,0,0,RESIDENTIAL
COMPASSVALE,SENGKANG,0,0,32415.2248813466,23624.447128362,0,15070.4771528373,0,30654.0810364452,197440.226470563,0,0,0,115059.235983064,0,163586.423216332,326650.267765824,0,0,0,21425.6572680044,3585.42696439997,0,0,151926.979860981,0,11775.0431416272,0,0,0,0,0,0,RESIDENTIAL
FERNVALE,SENGKANG,0,0,170307.556948415,164.845831109669,0,101615.697785347,0,233547.745972697,516710.9517553,0,18584.3465623307,2851.29082686988,3945.25351695346,10965.2382370654,0,1240078.30308065,0,18632.1777354241,0,16119.978571371,15758.8257646169,0,0,28430.4922499744,0,13304.7928825253,0,0,0,0,0,0,RESIDENTIAL
LORONG HALUS NORTH,SENGKANG,0,651641.609443681,0,3363.79615820844,0,98672.2404378717,0,0,171188.37044524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
RIVERVALE,SENGKANG,0,0,64897.661557142,189.567792997525,0,111605.491659819,0,65679.1807623697,320117.939094518,0,0,0,0,0,0,928007.535302403,0,37887.843986292,0,9270.51031583691,15772.2756333412,0,0,0,0,15606.774781574,0,0,0,0,0,0,RESIDENTIAL
SENGKANG TOWN CENTRE,SENGKANG,0,0,78286.5387819813,0,0,0,0,46282.9621633374,322337.59842797,0,17464.8137957036,0,3992.75655356291,3818.16909288571,0,897529.637006049,0,27086.0256115106,5098.38386652249,5110.73653786129,17449.7754626521,0,0,31040.6186173542,0,0,0,0,0,0,0,0,RESIDENTIAL
SENGKANG WEST,SENGKANG,0,1359441.98165789,0,2550.62382543243,0,0,0,0,308037.248758335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
LORONG CHUAN,SERANGOON,0,0,72039.3229125057,2675.05874119937,0,9581.21668227114,0,16156.546960065,268582.739882997,0,0,0,1817.18525792985,1538.92697237634,39805.4596869162,756534.808706315,0,0,0,0,0,2045.65439198988,0,0,0,9340.42530553484,0,0,0,0,0,0,RESIDENTIAL
SELETAR HILLS,SERANGOON,0,0,48007.7044152595,5071.84759796587,0,12722.3549984092,0,231675.37510475,518037.924682621,0,0,0,1122.89309932176,0,0,1477424.27355384,0,21022.7863587883,0,0,0,8624.77463785686,0,3235.12271113871,0,3737.04805388254,0,0,0,0,0,0,RESIDENTIAL
SERANGOON CENTRAL,SERANGOON,0,0,101338.293147162,0,0,11884.6368626003,0,3292.39923615253,204584.496095955,0,19983.2281030591,0,2030.57136555864,0,0,528180.378139081,48917.033701486,88332.9635322086,0,4088.35039540702,6158.72498011454,9614.73806802875,0,204.205275239189,25032.8384131649,8246.48856559638,0,0,0,0,0,0,RESIDENTIAL
SERANGOON GARDEN,SERANGOON,0,0,161187.205505881,2760.37630463235,0,13487.6783517534,0,84736.910092185,664516.986069025,0,21596.9747000763,0,7741.70012580216,11701.5524966442,0,1902057.19970528,31119.1758837521,48428.9894382068,0,26730.9138503911,5066.51438764215,10065.2832859892,0,9555.31556894507,0,22394.4056855019,0,0,0,0,0,0,RESIDENTIAL
SERANGOON NORTH,SERANGOON,0,58543.8565619573,17241.8846008412,4498.45950794272,0,15353.466366956,0,4508.11923173129,121298.461357938,0,5796.48774340415,0,0,0,167307.227344229,281936.370021156,0,0,0,3698.32094497242,2521.65581789924,0,0,0,0,1999.99099837213,0,0,0,0,0,0,RESIDENTIAL
SERANGOON NORTH IND ESTATE,SERANGOON,0,624291.418682062,0,0,0,25646.3708028491,0,0,162519.842421636,0,0,0,7550.54074522363,0,101402.782974111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUSINESS 2
UPPER PAYA LEBAR,SERANGOON,0,0,51323.3409552184,2573.63231674353,0,0,0,7375.3983127104,226186.040535899,0,0,0,0,0,0,564447.221652186,0,0,0,30779.1296100562,0,3341.03234805996,0,0,0,12535.0853752767,0,0,0,0,0,0,RESIDENTIAL
PULAU SELETAR,SIMPANG,0,0,0,0,0,66237.4868493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545041.18852817,0,0,0,0,0,0,0,0,RESERVE SITE
SIMPANG NORTH,SIMPANG,0,0,0,0,0,343196.366782859,0,0,48445.0452803472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058778.04028687,0,0,0,0,0,0,0,0,RESERVE SITE
SIMPANG SOUTH,SIMPANG,0,0,0,0,0,78988.5533076194,0,2717.35423792167,42598.0229170336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022778.13376265,0,0,0,0,0,0,0,0,RESERVE SITE
TANJONG IRAU,SIMPANG,0,0,0,0,0,257388.879038935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816986.242130962,0,0,0,0,0,0,0,0,RESERVE SITE
BOAT QUAY,SINGAPORE RIVER,0,0,0,256.163532039332,0,25050.0039005582,0,16193.6212797249,48918.8531000303,0,60305.1875205813,0,0,0,0,0,0,0,0,516.316730027908,6284.54810947947,0,0,2296.98107133169,0,0,0,985.822186876097,0,0,0,0,COMMERCIAL
CLARKE QUAY,SINGAPORE RIVER,0,0,0,2399.1851438297,0,37863.3314278275,0,0,91048.6568271053,0,48095.6158767938,0,2263.9388231703,0,0,0,0,22105.1030951422,0,0,30678.0179355,0,0,106.790242286578,13859.4307782238,2808.51017996561,0,38956.072356638,0,0,0,0,ROAD
ROBERTSON QUAY,SINGAPORE RIVER,0,0,0,0.00368214987899809,0,46159.4794587715,0,0.0169582703144713,127883.63515663,0,0,0,1857.39730474723,0,0,76548.7547779639,0,85127.6799226688,0,3113.92017862126,39056.4321831309,60579.8011756084,0,1296.76766275621,0,0,0,64964.9911546694,0,0,0,0,ROAD
